text,x,y,z
Comparing,-20.83937,-16.043655,-25.274689
In,-26.110628,37.195263,6.5440226
Height,-14.928953,-11.361345,9.82644
Width,-16.988588,-12.734255,8.550382
Bars,12.5762005,-6.0269327,15.391276
It,-18.95693,37.88364,-7.3308954
Building,20.704906,35.721817,-11.4200115
Comparing,-9.091691,-33.042255,-26.420103
There,-31.160095,15.199107,-20.23442
Well,-24.98144,13.085187,9.741615
Building,33.316254,19.82011,6.6993666
Comparing,-19.864025,-14.850271,-26.653254
of,-22.12602,29.142267,15.5607195
Compared,-20.282797,-13.618552,-20.687853
Marimekko,19.016182,-41.297237,-6.433742
can,-35.534653,5.314491,15.296072
perspective,3.8834286,-16.795715,-11.236959
Building,33.316254,19.82011,6.6993666
Comparing,-20.83937,-16.043655,-25.274689
Sankey,-25.094137,-26.041725,-13.630748
Building,16.419815,27.664492,-17.511953
Comparing,-17.593502,-22.993452,-28.952312
Sankey,-25.094137,-26.041725,-13.630748
Building,16.419815,27.664492,-17.511953
Comparing,-19.936794,-14.194814,-24.543985
Sankey,-24.428696,-25.532078,-13.247616
Building,21.86569,30.162615,-0.4072965
Comparing,-18.174866,-15.714976,-26.977642
As,-12.702026,-5.74351,29.882061
values,-6.713249,-13.781193,31.367788
PART,-27.348331,7.5302515,17.86151
Start,11.636565,28.310259,26.429045
Start,16.419966,25.391298,9.27252
Waterfall,-24.435642,-8.951091,23.247726
Step,-25.996857,5.9352584,8.230458
standard,-19.857767,-4.254408,-5.7900114
Start,23.350092,33.862274,14.108126
Waterfall,-24.435642,-8.951091,23.247726
Step,-25.996857,5.9352584,8.230458
Start,11.688115,22.600473,15.369614
Waterfall,-24.435642,-8.951091,23.247726
Step,-24.707378,7.4366865,8.346987
Start,11.550279,34.249577,15.334267
Waterfall,-25.570614,-7.9668536,20.70933
Step,-24.525755,6.089598,6.9249625
Start,23.350092,33.862274,14.108126
Waterfall,-24.435642,-8.951091,23.247726
Step,-21.693447,-12.734883,32.39168
measure,-20.591885,-23.876787,10.144175
Start,23.246115,35.54806,13.44344
Waterfall,-24.435642,-8.951091,23.247726
Step,-31.27278,9.166933,10.268107
row,12.53404,-7.8817425,25.573946
Start,16.419966,25.391298,9.27252
Waterfall,-21.895235,-6.8943,16.752691
Step,-27.534203,6.47509,7.1002207
labels,4.9268284,-6.382905,30.672976
Start,16.419966,25.391298,9.27252
Marimekko,19.016182,-41.297237,-6.433742
Each,-39.906807,-2.7389815,8.407393
amount,-17.566425,-22.710606,6.1999373
gift,16.249104,1.4565291,-13.123082
Start,11.636565,28.310259,26.429045
Marimekko,20.838903,-34.053005,-3.2311187
What,-20.849718,28.692884,-19.153059
We,-33.60958,26.628677,8.202943
represents,16.275208,-5.121484,-22.889454
Start,23.350092,33.862274,14.108126
Marimekko,19.016182,-41.297237,-6.433742
Step,-21.693447,-12.734883,32.39168
Start,16.419966,25.391298,9.27252
Marimekko,20.838903,-34.053005,-3.2311187
Step,-21.693447,-12.734883,32.39168
Start,16.419966,25.391298,9.27252
Marimekko,19.016182,-41.297237,-6.433742
Step,-21.693447,-12.734883,32.39168
Double,-26.6377,-3.6430204,5.0355825
value,-12.553694,-20.453281,34.703304
column,11.63881,-11.197494,22.280985
Start,16.419966,25.391298,9.27252
Marimekko,20.886309,-32.24586,-2.6373022
Step,-25.154848,4.281645,7.5550857
To,-17.861076,16.671358,20.598719
Right,-17.890558,-4.1696196,8.302868
Then,-13.125504,31.439642,5.119071
field,5.019321,-11.881848,23.783752
Expression,22.327127,-10.4958,-22.910286
amount,-17.131552,-22.260656,6.289822
FIXED,-17.89229,5.9985747,22.069588
Start,16.419966,25.391298,9.27252
Marimekko,20.838903,-34.053005,-3.2311187
Step,-26.78206,5.733292,10.042831
Drag,-9.536513,-16.096292,19.649008
measure,-20.326496,-23.387432,10.340207
Start,16.419966,25.391298,9.27252
Marimekko,19.016182,-41.297237,-6.433742
Step,-30.59423,8.721428,9.993356
Create,13.024768,13.728706,-35.017433
aggregation,2.9874246,6.141601,-0.6963683
Expression,22.233732,-10.695514,-22.361015
IF,-8.40142,24.621218,-13.75047
ELSEIF,-9.288951,22.902487,-12.446663
PREVIOUS_VALUE0minSize,-8.155012,-18.754047,10.370784
ELSE,-9.713083,22.035522,-11.804053
END,-2.5870602,14.881686,17.936012
Start,16.419966,25.391298,9.27252
Marimekko,19.016182,-41.297237,-6.433742
Step,-27.912851,5.868919,8.716713
Start,11.688118,22.600473,15.369719
Marimekko,19.016182,-41.297237,-6.433742
Step,-21.693447,-12.734883,32.39168
Columns,11.610771,-9.617837,24.151024
gift,16.249094,1.4565315,-13.123082
aggregation,2.9874246,6.141601,-0.6963683
city,-7.1246157,-5.7717724,16.959782
Rows,11.977236,-8.572786,25.042044
Size,-11.552835,-15.526492,9.924951
Start,15.581273,22.885029,11.120558
Marimekko,19.016182,-41.297237,-6.433742
Step,-21.693447,-12.734883,32.39168
Remember,-9.085701,-10.774669,-21.85325
computing,-15.111074,-26.174492,-8.703718
Start,11.636565,28.310259,26.429045
Marimekko,20.838903,-34.053005,-3.2311187
Step,-26.241493,5.348792,6.3762784
Marimekko,20.838903,-34.053005,-3.2311187
Start,11.636565,28.310259,26.429045
ready,-8.323739,3.568337,-11.309247
There,-28.982275,21.142698,-9.749191
Start,15.581273,22.885029,11.120558
Sankey,-25.094137,-26.041725,-13.630748
tableauf5f8730e5962,3.3047898,-26.865032,5.3110237
Time,-6.218461,18.113968,26.618505
SM,-4.432308,-36.389706,12.17916
Understanding,-7.3924494,-21.62703,-22.202942
Week,-17.763475,9.7870655,30.084633
Dr,31.439379,22.780058,20.742466
chenyanghecuhkeduhk,-35.45588,-19.86285,9.356261
Design,6.497787,28.295069,-7.3379607
Start,11.636565,28.310259,26.429045
Inclass,-18.257814,-36.091805,19.54658
PART,-19.470854,2.9468446,15.780184
Design,24.926247,15.628495,-7.877996
Design,6.497787,28.295069,-7.3379607
Data,9.300082,-19.218084,33.663082
Design,44.245354,5.577962,-9.921282
Design,6.497787,28.295069,-7.3379607
Design,6.497787,28.295069,-7.3379607
Acquiring,3.4847183,4.31743,-40.85223
Acquiring,1.8775786,2.0168233,-41.391438
There,-28.982275,21.142698,-9.749191
data,19.686386,-10.40112,36.802834
Design,24.926247,15.628495,-7.877996
Acquiring,1.8775786,2.0168233,-41.391438
Need,-10.700534,14.16756,-0.48529926
Also,-17.969704,14.63005,-11.136442
acquire,4.567521,2.9630477,-36.875977
Design,24.926247,15.628495,-7.877996
Acquiring,3.4847183,4.31743,-40.85223
Need,-10.396757,14.669024,-0.5980633
Design,6.497787,28.295069,-7.3379607
Acquiring,1.8775786,2.0168233,-41.391438
Need,-10.396757,14.669024,-0.5980633
Design,6.497787,28.295069,-7.3379607
Acquiring,5.545268,2.909133,-41.46368
Source,0.9282359,-14.060501,2.9494317
Such,-28.864042,9.524263,-8.539782
email,-0.40682802,-16.154972,3.333686
Design,47.345657,-8.784589,-12.120565
Acquiring,5.545268,2.909133,-41.46368
Method,-18.5381,-14.518266,28.592985
acquisition,4.598544,1.9778945,-37.704105
To,-29.278578,15.980115,21.633192
Tools,4.234705,-12.439633,2.9754827
Importio,-5.6951094,8.791418,16.152922
Design,6.497787,28.295069,-7.3379607
Acquiring,2.0240343,1.8221033,-40.27076
Method,-18.539356,-14.518249,28.593998
acquisition,4.598544,1.9778945,-37.704105
Firsthand,-7.2740903,-9.057995,0.19113147
Design,6.497787,28.295069,-7.3379607
Acquiring,3.4360847,1.0024563,-41.226257
Effort,-4.4441776,15.467734,-23.653526
especially,-16.358633,-16.48622,-2.9590597
form,10.997341,4.1513696,5.8812943
Primary,-16.614384,8.895875,3.9165032
Data,16.855095,1.5869241,34.01504
Design,6.497787,28.295069,-7.3379607
Acquiring,2.0240343,1.8221033,-40.27076
How,9.278312,40.631012,-16.554531
Design,24.926247,15.628495,-7.877996
Examining,8.496083,-4.974637,-37.378716
Examining,12.007378,-13.784462,-33.421513
properties,-3.1256862,-10.099974,30.958256
Design,24.926247,15.628495,-7.877996
Examining,8.753244,-6.8927574,-38.68426
Defining,24.454271,-12.589922,-32.033787
workflow,-6.3879147,1.7230316,-3.2718124
Design,37.138744,8.567761,-4.2168756
Examining,6.4869967,-15.541972,-37.304115
Design,29.850145,8.295394,-13.150422
Examining,8.13753,-7.1134057,-37.414066
Qualitative,10.783526,-34.77281,-10.671214
Textual,12.911948,-29.9956,-10.948453
Categorical,-20.04539,-37.142845,5.3989086
genders,-3.4041116,7.3526025,22.540552
Categorical,-16.347153,-37.441906,7.2660794
values,-6.713249,-13.781193,31.367788
Design,44.245354,5.577962,-9.921282
Examining,11.910807,-8.78323,-29.254333
Quantitative,-13.182384,-28.084412,-1.8293964
Interval,-2.8140469,-6.829035,5.0944586
Ratio,-12.346133,-6.964506,-4.3930564
Ratio,-11.813663,-6.784358,-4.3528666
Design,6.497787,28.295069,-7.3379607
Examining,9.2312,-6.4354143,-34.18714
Design,38.42833,6.401612,-9.517248
Examining,7.491087,-5.908142,-37.034275
Temporal,-5.9763565,18.504143,23.210304
Design,38.42833,6.401612,-9.517248
Examining,12.007378,-13.784462,-33.421513
Different,-39.67028,-5.429186,-15.110608
depending,-15.367741,1.1365561,-22.822857
Textual,12.911948,-29.995596,-10.948453
Ordinal,-1.9100593,-3.0492904,1.5635298
Interval,-2.8140469,-6.829035,5.0944586
Ratio,-11.909813,-7.346813,-4.273818
Note,32.686245,-23.20385,16.34799
often,-31.220152,-8.8013525,-11.642171
measure,-20.900953,-23.378874,10.204633
units,-30.098202,-1.0141691,19.191168
Design,24.926247,15.628495,-7.877996
Examining,9.2312,-6.4354143,-34.18714
This,-29.135658,3.1513371,-24.376173
Discrete,-23.504473,-35.37891,7.5566583
values,-6.713249,-13.781193,31.367788
Heads,28.451702,-12.143845,10.449693
theatre,3.7345092,7.9393687,28.622528
Continuous,0.86772436,1.1595609,-3.3650498
could,-11.819143,22.442583,3.1404142
possible,-5.5976195,24.20983,0.029390106
Height,-14.928901,-11.361388,9.826458
Design,29.850145,8.295394,-13.150422
Examining,7.105586,-6.633347,-38.273483
This,-40.241714,5.8782763,-21.741686
What,-20.849718,28.692884,-19.153059
What,-20.849718,28.692884,-19.153059
How,9.278312,40.631012,-16.554531
What,-23.658972,10.921764,-33.83264
characters,9.410889,-14.409965,14.475553
Design,24.926247,15.628495,-7.877996
Examining,4.00508,-10.61808,-31.26386
LFCBoomBustjpg,-17.714924,-16.746302,15.727474
Design,6.497787,28.295069,-7.3379607
Examining,9.214469,-6.187687,-37.463787
erroneous,-5.707831,-3.361234,-18.517836
Each,-39.821598,-0.90891683,8.729763
also,-19.63057,15.375217,-12.956436
portrayed,14.394899,-4.603053,-18.411173
Design,24.926247,15.628495,-7.877996
Examining,12.007378,-13.784462,-33.421513
Design,6.497787,28.295069,-7.3379607
Examining,8.991097,-5.344415,-38.67706
This,-29.47722,1.6507301,-25.882307
represents,16.276772,-5.1206417,-22.89032
work,-0.7347762,4.697687,-10.106364
Why,-6.9416933,11.365932,-42.930794
It,-40.606144,10.892657,6.58753
forming,10.530367,4.677766,5.121323
Design,6.497787,28.295069,-7.3379607
Examining,7.862133,-5.9738564,-39.265408
Design,24.926247,15.628495,-7.877996
Examining,10.852042,-19.917486,-33.596848
Design,6.497787,28.295069,-7.3379607
Examining,8.387539,-6.6278143,-33.202564
IntegrityWhere,-23.87106,12.974805,-23.210608
means,-6.5056634,-20.076786,-10.40307
CertaintyIs,10.012389,13.781737,-21.66658
assumptions,2.5810225,-8.571235,-3.49247
CompletenessIs,10.046109,13.801657,-21.666859
missing,5.328874,8.397763,-11.496001
Design,24.926247,15.628495,-7.877996
Transforming,8.921477,15.282239,-10.240156
Identifying,17.324547,-9.062189,-32.977715
state,-5.7169375,-4.948248,17.594501
To,-28.83003,16.498417,19.544075
Four,-14.956954,-3.0894473,-30.127136
Design,6.497787,28.295069,-7.3379607
Transforming,10.554191,16.524471,-10.928929
For,1.9867547,44.209667,-7.2666306
Keep,-10.418812,-11.04573,-23.326714
Design,24.926247,15.628495,-7.877996
Transforming,10.554191,16.524471,-10.928929
Clean,1.4363135,9.29129,-15.826217
Design,6.497787,28.295069,-7.3379607
Transforming,10.554191,16.524471,-10.928929
Examples,-8.283074,3.020645,33.156883
Mr,-26.612186,-26.411802,25.371452
Design,24.926247,15.628495,-7.877996
Transforming,8.921477,15.282239,-10.240156
Create,9.692744,17.224726,-39.095562
Examples,-3.3292303,4.2112675,29.893917
Calculation,-14.465518,-25.216951,-10.723489
Create,9.692744,17.224726,-39.095562
organize,7.0900187,2.7188814,-17.501297
Design,6.497787,28.295069,-7.3379607
Transforming,8.921477,15.282239,-10.240156
Consolidating,10.083161,15.170804,-2.0300121
recognizes,18.461,-8.087048,-31.46989
This,-40.241714,5.8782763,-21.741686
fields,5.835282,-11.557259,24.12267
Design,24.926247,15.628495,-7.877996
Transforming,9.3849535,14.87068,-11.47407
Design,37.138744,8.567761,-4.2168756
Exploring,11.655986,-13.3237705,-28.417303
Exploratory,12.705003,-16.334522,-25.855373
analysis,6.2780485,15.064404,13.038921
There,-32.19785,19.315805,-22.902561
number,-31.629454,-6.164134,12.525312
Design,24.926247,15.628495,-7.877996
Exploring,11.655986,-13.3237705,-28.417303
Exploratory,12.377092,-16.679625,-26.755102
capacity,-0.25726423,23.389244,3.0455585
Remember,-8.766679,-11.6143055,-22.543224
One,-30.974277,-5.8525033,0.9626083
tested,-3.4660282,8.672232,-16.551502
Design,24.926247,15.628495,-7.877996
PART,-24.211126,1.083443,19.7778
Start,16.419966,25.391298,9.27252
PART,-23.631224,6.4203424,22.978907
Inclass,-16.396708,-34.335697,18.2093
Time,-11.939739,-6.2392664,40.40947
SM,-10.130998,-34.32954,13.10351
Understanding,-5.5645323,-20.216545,-24.920683
Week,-24.064611,-0.6484129,34.608578
Dr,27.903765,25.49791,19.910013
chenyanghecuhkeduhk,-35.45588,-19.86285,9.356261
Design,24.926247,15.628495,-7.877996
Building,33.316254,19.82011,6.6993666
Start,11.636565,28.310259,26.429045
PART,-20.012682,4.039852,16.533052
Design,6.497787,28.295069,-7.3379607
Design,6.497787,28.295069,-7.3379607
Data,4.2029405,1.955394,40.477776
Design,40.43614,14.93887,-15.635422
Design,24.926247,15.628495,-7.877996
Design,6.497787,28.295069,-7.3379607
Design,24.926247,15.628495,-7.877996
Design,6.497787,28.295069,-7.3379607
What,-20.849718,28.692884,-19.153059
answer,-12.569793,6.170088,-18.111517
Before,-5.400582,9.718827,4.370803
provide,4.4595547,8.520533,-17.26322
Design,44.245354,5.577962,-9.921282
What,-23.658972,10.921764,-33.83264
It,-19.326881,38.10493,-5.010717
will,-24.461363,18.464645,7.323181
about,-11.947072,17.320541,13.937791
It,-40.606144,10.892657,6.58753
sufficient,-26.570587,-7.925415,-18.388607
too,-23.116669,17.393377,17.003403
Design,40.43614,14.93887,-15.635422
What,-23.658972,10.921764,-33.83264
Design,24.926247,15.628495,-7.877996
What,-23.658972,10.921764,-33.83264
This,-40.241714,5.8782763,-21.741686
There,-31.613832,16.22152,-18.888422
all,-25.480133,3.0849397,-0.159987
Design,6.497787,28.295069,-7.3379607
What,-23.658972,10.921764,-33.83264
There,-30.133818,21.367235,-11.028501
focus,6.07373,-3.2957418,-9.498019
Editorial,9.880542,-37.46176,-22.611559
Design,44.245354,5.577962,-9.921282
What,-20.849718,28.692884,-19.153059
There,-31.613832,16.22152,-18.888422
frame,9.974471,-2.77448,9.5809355
Design,24.926247,15.628495,-7.877996
Editorial,12.041913,-31.88246,-23.786499
Design,6.497787,28.295069,-7.3379607
Editorial,13.708005,-33.10211,-23.801893
This,-29.47722,1.6507301,-25.882307
Think,-0.921539,-22.717329,-11.013039
depends,-15.389094,2.4135447,-22.801178
Design,24.926247,15.628495,-7.877996
Editorial,13.708005,-33.10211,-23.801893
This,-29.47722,1.6507301,-25.882307
If,-7.8023415,37.204796,-18.132023
If,-9.075874,28.029125,-15.380614
If,-7.8023415,37.204796,-18.132023
Design,24.926247,15.628495,-7.877996
Editorial,12.041913,-31.88246,-23.786499
This,-40.241714,5.8782763,-21.741686
Must,-12.740548,16.98054,1.3199604
intended,3.6404078,-1.9012004,-20.984741
Must,-12.740548,16.98054,1.3199604
required,-9.663618,14.4142885,2.5718331
Design,6.497787,28.295069,-7.3379607
Editorial,12.041913,-31.88246,-23.786499
It,-19.326881,38.10493,-5.010717
frame,9.839793,-3.2065988,9.940744
Think,-0.70405173,-22.965172,-11.54731
will,-23.31175,20.20888,8.352914
included,-10.744034,8.816083,-12.055429
Design,24.926247,15.628495,-7.877996
Editorial,13.708005,-33.10211,-23.801893
If,-7.2669535,33.655758,-16.742432
history,3.4978604,-17.833721,7.4683247
Design,6.497787,28.295069,-7.3379607
Editorial,13.708005,-33.10211,-23.801893
It,-42.043293,15.79227,11.063105
frame,9.688703,-2.6638684,10.082423
hierarchy,2.899453,-34.594456,-0.680691
more,-17.44424,6.1362567,-7.503273
If,-7.8023415,37.204796,-18.132023
Design,6.497787,28.295069,-7.3379607
Editorial,9.880542,-37.46176,-22.611559
It,-17.918823,36.32874,-5.273339
Defining,24.454271,-12.589922,-32.033787
Creating,30.1135,19.037935,-22.727268
visualizations,15.860267,-22.265219,-0.95260996
Design,40.49778,11.267889,-9.696378
Data,9.300082,-19.218084,33.663082
representation,18.848251,-5.966052,-18.58484
Annotation,13.561791,-33.691727,26.240707
respective,-12.80262,-8.318748,-6.9846873
Color,8.836882,17.175903,37.408566
emphasize,5.1590505,-6.9235907,-14.205908
Design,24.926247,15.628495,-7.877996
Summary,0.46457013,12.041164,14.151956
PART,-19.124434,3.0391855,17.888678
Building,33.316254,19.82011,6.6993666
Building,16.419815,27.664492,-17.511953
Comparing,-18.41074,-14.037551,-25.77264
Time,-3.6242788,26.897896,16.851604
Distribution,40.54372,-3.6418748,-3.8248925
Geospatial,1.6060144,-45.023846,0.920263
Parttowhole,-28.112177,-24.571392,-1.1541351
Qualitative,10.783526,-34.77281,-10.671214
Relationship,-12.321617,-14.715364,-14.183873
Time,-1.5094434,26.729084,17.042063
Graphs,14.662288,-19.692707,3.8013873
Time,-3.6242788,26.897896,16.851604
What,-9.080347,23.476133,-29.401892
period,-20.051912,-2.1471093,21.880682
Why,-3.0728357,15.772077,-37.36023
Time,-3.512311,27.08233,12.411936
Time,-1.5094434,26.729084,17.042063
Time,-2.2264695,27.867088,15.336598
Time,-2.0113852,29.982405,14.798617
Several,-27.687662,0.18436207,-7.921468
General,-16.940754,3.1673906,6.6479044
Time,-2.6027896,26.675392,18.520622
Instead,-11.934606,15.278235,-16.271112
United,-10.717014,0.43623,24.013205
Start,11.636565,28.310259,26.429045
Time,-2.2264695,27.867088,15.336598
Small,-23.88404,-9.599086,8.756759
Each,-39.00231,-1.1806445,6.321473
panel,11.443069,-2.61711,10.733853
More,-19.717741,7.219307,-5.6483073
labels,4.1715336,-5.641822,31.439466
Time,-4.4939957,28.191322,15.907908
Why,-2.0864272,16.408167,-37.89616
Then,-13.383263,31.981928,4.145958
Time,-6.218461,18.113968,26.618505
axis,-9.709845,-4.366298,5.254404
Each,-39.906807,-2.7389815,8.407393
different,-22.006466,-0.9439364,-15.139073
axis,-9.711345,-4.3662133,5.2536974
perception,2.9171045,-16.330025,-12.013902
Time,-0.21005987,27.710022,17.911354
There,-27.673052,22.409527,-10.134826
If,-7.026427,28.26345,-16.523142
If,-7.026427,28.26345,-16.523142
How,9.278312,40.631012,-16.554531
Time,-4.4172535,16.589766,27.025057
It,-43.80803,17.012617,3.8989162
Time,-2.2264695,27.867088,15.336598
Be,-20.095953,22.802877,-4.8221416
With,-5.791119,13.03623,-6.5093646
curves,13.583109,-15.829756,5.4002085
Time,-2.2264695,27.867088,15.336598
width,-16.348534,-12.550887,7.8002095
illusion,10.805008,-16.063465,-11.800935
What,-23.658972,10.921764,-33.83264
difference,-25.954197,-8.219583,-25.217863
Time,-2.266113,25.404068,15.217675
How,4.2642207,30.850706,-25.810286
curves,13.58308,-15.829739,5.400243
Alternative,-10.498099,9.77514,-21.328869
Time,-1.9714866,17.323513,42.174103
Data,9.300082,-19.218084,33.663082
When,-8.816399,44.662453,-1.3749886
data,17.883724,-9.096159,34.87927
Time,-9.225828,18.394112,25.302156
Changes,6.257859,16.355177,6.3155236
markers,6.4155483,-2.5140862,27.463526
Time,-4.2337503,16.31749,24.022543
At,-22.697077,16.8326,26.73716
Most,-21.511955,-14.854082,-2.7962687
We,-33.60958,26.628677,8.202943
How,4.2642207,30.850706,-25.810286
Time,-0.48760495,29.41265,15.558135
Time,-6.218461,18.113968,26.618505
Time,-0.26191273,27.997137,16.247068
Problem,2.3891816,-10.241173,9.063296
Time,-3.7706807,29.453787,15.003051
though,-13.387373,19.076742,-8.938424
change,7.502731,18.37981,4.476418
Time,-2.5688775,29.823376,17.997787
line,1.0888937,-11.634074,40.1584
of,-16.526312,25.433062,12.882699
can,-35.971237,6.384017,15.902864
about,-11.947072,17.320541,13.937791
Time,-6.218461,18.113968,26.618505
Time,-2.5688775,29.823376,17.997787
Spurious,-5.3556557,-3.3555353,-17.965172
Time,-2.5688775,29.823376,17.997787
Not,-12.966391,29.397291,-4.7714114
Time,-2.5688775,29.823376,17.997787
Time,0.22921386,25.682814,14.063326
side,0.77361095,-7.5138373,16.876633
If,-7.3041363,27.517351,-14.187879
horizontal,-15.102799,-4.6424875,11.202905
Time,-11.942688,-6.7655554,38.874126
Readers,3.8696792,11.274889,24.73232
We,-32.82829,23.13011,6.2473
Time,-4.4172535,16.589766,27.025057
charts,21.71498,-20.129623,4.9399495
Time,-2.5688775,29.823376,17.997787
If,-7.026427,28.26345,-16.523142
important,-0.32551795,-9.7019825,-13.368058
Connected,-12.281735,-7.8249917,-13.960701
Time,-7.189649,16.31997,27.812069
Time,-3.7209704,21.090275,17.423506
Time,-7.189649,16.31997,27.812069
Time,-11.939739,-6.2392664,40.40947
Time,-2.5688775,29.823376,17.997787
Slope,-9.41712,-7.8168855,9.218708
Time,-2.5688775,29.823376,17.997787
Time,-10.539075,-6.60581,39.675232
It,-40.606144,10.892657,6.58753
Time,-2.5688775,29.823376,17.997787
Time,-2.5688775,29.823376,17.997787
It,-18.95693,37.88364,-7.3308954
Sparklines,12.713149,-25.033432,6.1542606
resolution,-11.070443,-13.1856,5.880768
They,-35.602345,16.925152,-14.049406
Purpose,-2.2376075,8.242504,-32.67949
Time,-5.761112,15.724092,26.268965
Time,-5.283445,15.240588,28.15454
In,-0.843583,33.719906,2.497969
Sparklines,13.072099,-24.773993,6.3704915
period,-20.04377,-2.1472409,21.883696
Time,-2.5688775,29.823376,17.997787
Time,-6.218461,18.113968,26.618505
As,-13.817912,-6.0803757,29.293968
ranks,-0.22080207,-7.615649,-0.68916285
When,-9.728803,40.632923,9.097194
chart,26.30441,-20.411983,5.009547
It,-19.326881,38.10493,-5.010717
Time,3.2786627,32.884132,11.696121
Time,-2.5688775,29.823376,17.997787
Time,-4.0508227,18.534857,26.806103
Time,-2.5688775,29.823376,17.997787
Compared,-20.282804,-13.61854,-20.68784
In,-26.110628,37.195263,6.5440226
see,-3.6435893,-18.4866,-14.146185
ranks,-0.22041667,-7.614745,-0.6895201
Time,-2.5688775,29.823376,17.997787
Time,-6.218461,18.113968,26.618505
Cycle,-18.88619,-1.3604114,21.911926
months,-19.76077,1.4079182,31.69929
When,-16.65741,39.27873,8.249819
Time,-7.189649,16.31997,27.812069
Time,-3.7209704,21.090275,17.423506
Time,-7.189649,16.31997,27.812069
Time,-11.942688,-6.7655554,38.874126
Area,-1.4767646,-3.5867088,12.859559
Time,-7.189649,16.31997,27.812069
Time,-2.5688775,29.823376,17.997787
Time,-2.5688775,29.823376,17.997787
Time,-2.5688775,29.823376,17.997787
Strategy,21.298962,-1.7495197,25.96302
of,-18.689997,29.065798,16.814695
Time,-2.5688775,29.823376,17.997787
Time,-5.2257,18.021269,29.787237
Stacked,-29.133425,-21.329576,-17.46024
data,19.57299,-8.76693,37.07749
Instead,-12.339259,15.510247,-16.624687
Time,-2.5688775,29.823376,17.997787
Time,-5.2257,18.021269,29.787237
Our,-38.756794,16.959375,-5.5017476
Time,-5.2257,18.021269,29.787237
Time,-5.2257,18.021269,29.787237
Be,-19.39802,21.913095,-4.9051194
Time,-5.2257,18.021269,29.787237
Time,-2.5688775,29.823376,17.997787
Time,-5.2257,18.021269,29.787237
Time,-5.2257,18.021269,29.787237
intervals,9.969178,-15.28089,6.4390583
It,-19.440016,35.718353,-6.6972427
Darker,-12.097886,7.396868,-2.7173195
Time,-5.2257,18.021269,29.787237
Time,-2.5688775,29.823376,17.997787
Time,-2.5688775,29.823376,17.997787
Time,-2.5688775,29.823376,17.997787
Time,-2.5688775,29.823376,17.997787
Time,3.2786627,32.884132,11.696121
Time,-5.2257,18.021269,29.787237
Time,-5.2257,18.021269,29.787237
Another,-23.015884,11.963826,-3.382071
Gantt,7.5148005,-35.012894,8.23594
phases,-6.757631,-4.6539555,29.734386
Time,-5.2257,18.021269,29.787237
Time,-11.942688,-6.7655554,38.874126
Time,-2.5688775,29.823376,17.997787
Time,-2.5688775,29.823376,17.997787
Time,-11.939739,-6.2392664,40.40947
Time,-5.2257,18.021269,29.787237
They,-35.590633,16.019903,-13.878801
time,-3.6411405,19.97692,17.35538
Time,-2.5688775,29.823376,17.997787
Time,-2.5688775,29.823376,17.997787
An,-43.944542,2.4476542,-2.9553268
Time,-5.2257,18.021269,29.787237
Time,-5.2257,18.021269,29.787237
timelines,24.360477,-6.3034296,17.379715
An,-43.511505,0.045453973,-4.5067196
chart,27.2451,-16.208069,2.2375538
Colors,21.137503,-5.851381,11.472452
other,-21.205587,5.6732574,-15.149256
help,0.75555426,0.79969937,-11.180575
understand,-3.466058,-19.467495,-19.127817
of,-22.12602,29.142267,15.5607195
Time,-2.5688775,29.823376,17.997787
Time,-2.5688775,29.823376,17.997787
To,-27.894173,21.290367,21.536814
along,-13.242704,9.726182,12.299568
relationships,-8.071271,-13.542369,-13.441255
Time,-2.5688775,29.823376,17.997787
Time,-2.5688775,29.823376,17.997787
Time,-5.2257,18.021269,29.787237
Time,-5.2257,18.021269,29.787237
Annotation,13.561791,-33.691727,26.240707
Time,-2.5688775,29.823376,17.997787
Summary,-0.24841747,12.292408,13.637017
Alternative,-10.620023,10.760064,-20.493567
Sparklines,12.804481,-24.561596,5.9698224
Engaging,-2.1197023,-3.653375,-23.539282
PART,-20.357754,3.4177036,17.6509
Start,16.419966,25.391298,9.27252
Time,-2.5688775,29.823376,17.997787
Line,-1.0153301,-13.228391,42.397552
Time,-2.5688775,29.823376,17.997787
Line,-1.0153301,-13.228391,42.397552
Time,-2.5688775,29.823376,17.997787
Line,0.17544661,-11.907234,40.95432
Time,-5.2257,18.021269,29.787237
Line,-1.0153301,-13.228391,42.397552
Time,-2.5688775,29.823376,17.997787
Line,-1.0153301,-13.228391,42.397552
Time,-2.5688775,29.823376,17.997787
Line,-1.0153301,-13.228391,42.397552
To,-29.18286,18.4723,19.301723
Time,-2.5688775,29.823376,17.997787
Line,0.5451896,-12.0856495,41.178307
Connected,-12.28205,-7.82353,-13.962429
Time,-2.5688775,29.823376,17.997787
Stacked,-29.380615,-18.014624,-16.9446
Time,-5.2257,18.021269,29.787237
Stacked,-29.380615,-18.014624,-16.9446
To,-18.321957,17.592815,20.126726
Time,-5.2257,18.021269,29.787237
Horizon,-12.434453,-25.992634,13.526293
Time,-2.5688775,29.823376,17.997787
Horizon,-11.240814,-26.39222,13.21005
Check,-0.6930096,12.40825,-21.544168
Here,-28.138597,18.955296,-14.141867
Time,-2.5688775,29.823376,17.997787
Horizon,-12.703536,-27.08826,12.884763
How,6.3761916,28.523438,-21.91598
Time,3.2786627,32.884132,11.696121
